Work Order,Instructions,Product ID (Product) (Product),Quantity,Primær Asset Produkt,Work Order Type
WO039407,"Meldte pludselig i går waterflow error, har tændt/slukket, det hjalp ikke. Her til morgen melder den det forsat. Der er  åben for vand til maskinen. Meldte pludselig i går waterflow error, har tændt/slukket, det hjalp ikke. Her til morgen melder den det forsat. Der er  åben for vand til maskinen.","['130301522', '130301535']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO039411,Giver ikke mælk. (maskine melder nu flow error.) Giver ikke mælk. (maskine melder nu flow error.) Giver ikke mælk. (maskine melder nu flow error.) Giver ikke mælk. (maskine melder nu flow error.),"['130301923', '130301535', '130301127', '130301715']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039415,"Vil ikke udlevere kaffe. Melder Flow error. Vand er åbent og har udleveret kaffe tidligere, men kommer ingenting nu. ",['130301522'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO039434,Slår relæet. ,['131000009R'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO039440,Problemer med mælken Problemer med mælken Problemer med mælken,"['130301624', '130301535', '130301715']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039441,Vil ikke udlevere kakao og lyder til at motor kører fast/ ikke kan køre rundt. ,['130302380'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO039448,Røde pind bag rensenøgle er knækket.,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 PF RS TC,Nedbrud
WO039453,"Sporadisk fejl. Efter genstart, virker den ikke, ved anden genstart, melder waterflowrerror.
Efter steam og kogende vand kommer waterflow error igen. Vand skulle gerne være åbent for. ",['130301892'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO039472,Display vil ikke reagere på tryk. Kan ikke komme ind og vælge drikke. Forsøgt med genstart 2 gange. ,['130301720R'],[1.0],Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO039496,Skriger I brygger.  Skriger I brygger. ,"['130301624', '130301317']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039501,Maskine opløser ikke blå rensetabletter.  Maskine opløser ikke blå rensetabletter. ,"['130302294', '130302221']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO039509,"Ved rengøring vil maskine ikke registrere grumseskuffe, kan derfor ikke starte program. Forsøgt at genstarte og grumseskuffe er tørt af. ",['130301385'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO039510,Maskine er utæt under rens. Smider vand på bordet. De har slukket for maskinen.,['130302292'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO039516,"Står i 2 timer og boiler heating, men kommer ikke videre. ",['130305722'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 2M TC 380V,Nedbrud
WO039520,"Kommer sporadisk med steam fejl. Ved genstart vil den godt steame igen, men fejl kom også i går aftes. Samt står og brummer.  Kommer sporadisk med steam fejl. Ved genstart vil den godt steame igen, men fejl kom også i går aftes. Samt står og brummer. ","['130301697', '130301529']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO039523,Maskine melder piston error og udlevere kun mælk.  Maskine melder piston error og udlevere kun mælk.  Maskine melder piston error og udlevere kun mælk. ,"['130301280', '130301175R', '130301624']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO039541,melder tom for bønner i højre side.  melder tom for bønner i højre side.  melder tom for bønner i højre side. ,"['130301175R', '130301273', '130301280R']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039544,Sprøjter vand ud på gulvet fra udløb ved skyl. ,['130302221'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO039549,Løbetider på shots stemmer ikke. ,['130301272'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO039557,"Hurtigst muligt i dag. Steamer virker ikke. De har genstartet, men uden held. De kan trykke Hot Water, men ikke andet. Hurtigst muligt i dag. Steamer virker ikke. De har genstartet, men uden held. De kan trykke Hot Water, men ikke andet. Hurtigst muligt i dag. Steamer virker ikke. De har genstartet, men uden held. De kan trykke Hot Water, men ikke andet.","['130301652', '130301141', '130301860']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMS2 ,Nedbrud
WO039575,"Giver kun 80% af den ønskede mængde, set på drikken kaffe.",['130301923'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO039581,"Maskinen vil ikke starte op, har været stoppet i afløbsslange, men pedellen har renset den. men nu kan de ikke få gang i den.",['130301657'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO039582,Fylder meget vand i grumsebeholder,['130301175R'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO039590,Går i stå i rengøring step 3 og melder flowerror,['130302269'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 P 2M AO TC extern grums 230V,Nedbrud
WO039593,Melder piston error Melder piston error,"['130301364', '130301280']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO039594,Mælkeføler virker ikke korrekt.,['130302274'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO039601,Det drypper fra under vores kaffemaskine. Det drypper fra under vores kaffemaskine.,"['130301715', '130301338']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO039613,"Drypper fra slange, se billede. Laver halve kopper. Drypper fra slange, se billede. Laver halve kopper.","['130301181', '130301530']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO039629,Udleverer ingen kakao. Tragt bliver fyldt men kommer ikke videre. Forsøgt med rengøring. ,['130302380'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO039631,"Maskinen melder vandflow fejl.   (Der ligger også en regen, og så beder maskinen også om service nu - så jeg har ligeledes trukket et eftersyn).",['130301657'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO039632,Drypper med vand under maskine. Ligner det kommer fra slanger bagpå. Slukket maskine.  Drypper med vand under maskine. Ligner det kommer fra slanger bagpå. Slukket maskine. ,"['130301715', '130301338']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039641,"Oplever stadig at der kommer meget vand ud under maskine ved rens. 
",['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO039642,"Skummer ikke mælken, når de vælger mælkedrikke, levere alm. mælk og en sjat vand til sidst. Har stået på i en uges tid, og har selv forsøgt ekstra rengøringsprogram og rengøring af udløbshovede, det har ikke hjulpet. Skummer ikke mælken, når de vælger mælkedrikke, levere alm. mælk og en sjat vand til sidst. Har stået på i en uges tid, og har selv forsøgt ekstra rengøringsprogram og rengøring af udløbshovede, det har ikke hjulpet.","['132000000', '130307140']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO039678,Ved brug af steamer kommer der vand ud ved samling i toppen. ,['130301860'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO039726,System starter ikke op og grumseskuffe mangler. ,['130301385'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO039730,"Står og drypper midt under maskine, samt mælk nogle gange under køleskab., ",['130301715'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039735,Maskine står og drypper ved kabel i venstre side. ,['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO039741,Vil ikke registrere røde rensenøgle. Ligner at pind er knækket. ,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO039743,"Renseprogram stopper og kører ikke færdigt, har opløst tabletter.
Oplyst de kan forsøge med en genstart. ",['130302287'],[1.0],Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO039745,"Kommer kun en halv kop Americano. (Har haft lignende problem i august) - Espresso smager ikke som den skal, flere kunder har klaget.  Kommer kun en halv kop Americano. (Har haft lignende problem i august) - Espresso smager ikke som den skal, flere kunder har klaget. ","['130305536', '130301535']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO039750,"Udleverer ingen kaffe, kommer fint mælk. Lyder til at kværne som den skal. Ingen fejlmeddelelser på display.  Udleverer ingen kaffe, kommer fint mælk. Lyder til at kværne som den skal. Ingen fejlmeddelelser på display. ","['130301624', '130301280R']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039755,"Maskine vil ikke udleverer kaffe, lyder til at kværne bønner, og larmer lidt mere end normalt. Ingen fejlmeddelelse. ",['130301638'],[1.0],Thermoplan Kaffemaskine BW3 CBTM2,Nedbrud
WO039765,Kommer for meget vand ved americano. ,['130301686'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO039804,Dampkedel tilstoppet (129).  Maskinen vil ikke brygge.,['131000013R'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 PF RL 380V renoveret,Nedbrud
WO039811,Melder flow error. Han oplyste de havde forsøgt det de kan.  Melder flow error. Han oplyste de havde forsøgt det de kan. ,"['130301280', '130301624']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039820,Gerne besøg i dag. Kommer fortsat meget vand i grumsebakke. ,['130302266'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 2M RL TC 230V,Nedbrud
WO039848,"Når de tager kaffe, løber der vand ud under maskinen.",['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO039853,"Er ude af drift, kan ikke køre rengøringsprogram på den, da der løber vand ud af maskinen.
Ved rengøring i morges, løb der meget vand ud på bordet.
Rensebeholder bliver også helt fyldt ved rengøringsprogram.
Vi var tidligere ude på utæthed. og den er stadig utæt i løbet af dagen. Er ude af drift, kan ikke køre rengøringsprogram på den, da der løber vand ud af maskinen.
Ved rengøring i morges, løb der meget vand ud på bordet.
Rensebeholder bliver også helt fyldt ved rengøringsprogram.
Vi var tidligere ude på utæthed. og den er stadig utæt i løbet af dagen. Er ude af drift, kan ikke køre rengøringsprogram på den, da der løber vand ud af maskinen.
Ved rengøring i morges, løb der meget vand ud på bordet.
Rensebeholder bliver også helt fyldt ved rengøringsprogram.
Vi var tidligere ude på utæthed. og den er stadig utæt i løbet af dagen. Er ude af drift, kan ikke køre rengøringsprogram på den, da der løber vand ud af maskinen.
Ved rengøring i morges, løb der meget vand ud på bordet.
Rensebeholder bliver også helt fyldt ved rengøringsprogram.
Vi var tidligere ude på utæthed. og den er stadig utæt i løbet af dagen.","['130305539', '130306285', '130302199', '130302269']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO039855,Maskinen er utæt under bunden,['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO039857,"I det ene rør til mit mælk til kaffemaskinen, er der kommet lidt skimmel i røret og jeg kan ikke selv komme ind der. Kan I hjælpe med det?",['130301845'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039879,"5/2 Kunde rykker for kontakt/besøg. Kontakt Anna for aftale om besøg. Oplever at vand løber over ved rengøring. De skal have ny bordplade om nogle måneder og vil gerne vide opmåling til huller. 
",['130306495'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 PF 2M RL TC 230V,Nedbrud
WO039885,Steamer sidder løst og steamer meget voldsomt.  Steamer sidder løst og steamer meget voldsomt. ,"['130301811', '130301796']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO039894,Udskiftning af evt. ventil ,['130306097'],[1.0],Thermoplan Kaffemaskine BW4 Neo CTS1 TC,Nedbrud
WO039928,Indmeldt af 23434499.  pinden i den røde rensenøgle er knækket.  ,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO039931,Røde pind bag rensenøgle er knækket,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO039941,Melder flowerror efter der er taget tevand. Melder flowerror efter der er taget tevand. Melder flowerror efter der er taget tevand.,"['130305533', '130304345', '130302269']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO039943,"Maskine i det lille køkken.
Der er mug i mælkeslange, kan ikke vaskes væk.",['130301428'],[1.3],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO039953,"Ring og info tid for besøg, da de ikke altid er på adressen.
Når de tager drikke, løber der vand i mælken. Der udleveres meget lidt til koppen.",['130307140'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO039962,"- Der skal indlæses pauseskræm. Find billedet i teams, fælles, recepter og kaffestandarder…
- Maskinen er utæt, som drypper vand på bordet.
 ",['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO039971,Ved bryg af kaffe kommer der vand ud fra maskine. Han mente der kom rigtig mængde i koppen. ,['130301704'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039972,Melder vand flowfejl. Melder vand flowfejl. Melder vand flowfejl.,"['130302322', '130302265', '130301657']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO039975,Vil ikke udlevere kakao. Rengøring har forsøgt at skille kakao ad. ,['130302291'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO039988,Der løber vand ud under maskinen. Slår hpfi relæ,['131000009R'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039993,"Maskine er stadig utæt fra venstre side under bunden. Dog ikke så meget som for et par dage siden.
Opdatering 2/2 nu løber der meget vand ud af maskinen. Maskinen er nu slukket.",['131000009R'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO039997,Er stadig utæt efter serviceeftersyn. Kørte også på utæthed 15/1 som var efter servicebesøg. Er stadig utæt efter serviceeftersyn. Kørte også på utæthed 15/1 som var efter servicebesøg.,"['130302292', '130302268']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO040012,Løber meget vand ud fortil ved rens. Har selv tjekket spilbakke og spændt en slange. ,['130305981'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO040018,"Genbesøg !!!
Vand løber ud af maskinen igen
Birgit",['130305531'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO040030,Relæ/ sikringer går under rengøring af kaffemaskine. (Elektriker i baggrunden oplyser det er kaffemaskinen som slår relæ)  Relæ/ sikringer går under rengøring af kaffemaskine. (Elektriker i baggrunden oplyser det er kaffemaskinen som slår relæ) ,"['130301316', '130301715']","[2.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO040037,Røde pind bag rensenøgle er knækket,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO040055,Maskinen er gået i sort.,['130306027'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO040078,Kaffen udleveres imellem det sorte plastik (der holder kaffeudløbet) og det sølvfarvet plastik der er helt foran på udleveringshovedet. Se billede. Kaffeudløb er muligvis blevet væk.,['130302221'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO040101,Efterregistrering af forbrug til WO040018,['130301773'],[1.0],Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO040108,"Kontakt gerne hvis ikke besøg i dag. Vil ikke registrere rød rensenøgle. Pind er intakt og forsøgt genstart, samt renset nøgle uden held. Haft problem i går aftes og i morges. ",['130302422'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 TC 380V,Nedbrud
WO040110,Vand løber ud af maskinen når de kører rengøring. Vand løber ud af maskinen når de kører rengøring.,"['130305722', '130302269']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 PF RS TC,Nedbrud
WO040119,Siger cleaning is missing,['130301369'],[1.0],Thermoplan Kaffemaskine BW3 CT2,Nedbrud
WO040120,"Kaffen løber ud de forkerte steder, udløbsslange sidder ikke klemme",['130301769'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO040137,Vand under maskinerne og de fik stød da de ville tørre det op Vand under maskinerne og de fik stød da de ville tørre det op Vand under maskinerne og de fik stød da de ville tørre det op Vand under maskinerne og de fik stød da de ville tørre det op,"['130301811', '131000003R', '130301860', '130301918']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO040138,Maskinen melder stempelfejl.,['130302240'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO040139,Vil ikke registrere rød rensenøgle. Mener at den måske er knækket. ,['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO040146,"Mocca, begge størrelse, fylder for lidt i + slap i hejseværk",['130301611'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2 Starbucks,Nedbrud
WO040147,"Utæt slange i bunden +mocca, begge størrelser, fylder for lidt i + slap i hejseværk + skal have nyt display Utæt slange i bunden +mocca, begge størrelser, fylder for lidt i + slap i hejseværk + skal have nyt display Utæt slange i bunden +mocca, begge størrelser, fylder for lidt i + slap i hejseværk + skal have nyt display Utæt slange i bunden +mocca, begge størrelser, fylder for lidt i + slap i hejseværk + skal have nyt display Utæt slange i bunden +mocca, begge størrelser, fylder for lidt i + slap i hejseværk + skal have nyt display","['130301624', '130301720R', '130301269', '130301317', '130301175R']","[1.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2 Starbucks,Nedbrud
WO040159,Maskine virker ikke. ,['130302291'],[1.0],Thermoplan Kaffemaskine BW4 CTM2 P 2M AO TC extern grums 230V,Nedbrud
WO040176,Utæt i steam  Utæt i steam  Utæt i steam ,"['130301860', '130301811', '130301918']","[1.0, 1.0, 1.0]",Te og Steam BW3 TS 400 V,Nedbrud
WO040177,Fejl på mælkepumpe.  Fejl på mælkepumpe. ,"['130302227', '130301428']","[1.0, 1.3]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO040178,Der løber kaffe ud bag ved udløbshovede og ned af fronten på grumseskuffen. Se billede.,['130301704'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO040186,"Melder ingen mælk. Begge ""slanger"" er helt nede i mælken. Melder ingen mælk. Begge ""slanger"" er helt nede i mælken.","['130302313', '130302292']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO040188,Tager sikringen. ,['130301453'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO040219,Drypper meget vand under rens i venstre side. Synes at spildbakke sidder mere løst i venstre side. ,['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO040252,"Kontakt Michael for aftale besøg. BW3 maskine med tilhørende køleskab, som mangler ny afløbsslange. Udskiftning af fittings som er korrigeret. Utæthed i slange som løber op i venstre side. Billeder lagt i hændelse/note.
 Kontakt Michael for aftale besøg. BW3 maskine med tilhørende køleskab, som mangler ny afløbsslange. Udskiftning af fittings som er korrigeret. Utæthed i slange som løber op i venstre side. Billeder lagt i hændelse/note.
","['130301690', '130301785']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO040264,Ingen kaffe udleveres til koppen. Lyder normalt som når den laver kaffe. Kaffen løber i grumseskuffen.,['130302125'],[1.0],Thermoplan Kaffemaskine BW3 CBT2 Extern grums TC,Nedbrud
WO040267,"De kan ikke kører renseprogram. Rød stift er knækket i rensenøgle. KAR har set billede fra Denise
De vil gerne have det lavet asap.",['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS TC,Nedbrud
WO040269,Lækker meget vand under bryg og skyl. Står og drypper hele tiden. Ligner det er fortil ved en slange.  Lækker meget vand under bryg og skyl. Står og drypper hele tiden. Ligner det er fortil ved en slange. ,"['130302173', '130305966']","[1.0, 2.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO040270,Mælkeslange er beskidt inde i. Ønsker den udskiftet. Der er også regenerering på denne maskine.,['130302274'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO040271,Mælkeslange er beskidt inde i.,['130302274'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO040274,Ønsker mælkeslange skiftet. Der er også regenerering på denne maskine.,['130302274'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO040338,"Brygkammer skal skiftes. Flowplanenehed sender ikke data. Tryk på reset knap på flowplansender. Lyt efter om den bipper, skal gerne bippe 3 gange. Tjek om den kommer online. Send gerne besked til STR/ASA når det er gjort. Brygkammer skal skiftes. Flowplanenehed sender ikke data. Tryk på reset knap på flowplansender. Lyt efter om den bipper, skal gerne bippe 3 gange. Tjek om den kommer online. Send gerne besked til STR/ASA når det er gjort. Brygkammer skal skiftes. Flowplanenehed sender ikke data. Tryk på reset knap på flowplansender. Lyt efter om den bipper, skal gerne bippe 3 gange. Tjek om den kommer online. Send gerne besked til STR/ASA når det er gjort.","['130301265', '130301265', '130301108']","[1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2,Nedbrud
WO040344,"Deck 6 / Hallenshop Free Flow / Customer area
Kværnen begynder at kværne, men stopper med det samme, som om der er en blokering. Giver ingen fejlmeddelelser. Har haft tømt og rengjort bund i bønnebeholder. Melder tom for bønner. Deck 6 / Hallenshop Free Flow / Customer area
Kværnen begynder at kværne, men stopper med det samme, som om der er en blokering. Giver ingen fejlmeddelelser. Har haft tømt og rengjort bund i bønnebeholder. Melder tom for bønner. Deck 6 / Hallenshop Free Flow / Customer area
Kværnen begynder at kværne, men stopper med det samme, som om der er en blokering. Giver ingen fejlmeddelelser. Har haft tømt og rengjort bund i bønnebeholder. Melder tom for bønner. Deck 6 / Hallenshop Free Flow / Customer area
Kværnen begynder at kværne, men stopper med det samme, som om der er en blokering. Giver ingen fejlmeddelelser. Har haft tømt og rengjort bund i bønnebeholder. Melder tom for bønner.","['130301273', '130301175', '130301624', '130301280R']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTMC2 Starbucks,Nedbrud
WO040370,"Ring hvis det kan løses/forklares over telefon. Når de tager nøglerne ud til rens, kommer der en tyktflydende væske/beskidt vand ud.",['130302199'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO040373,Autosteam af mælken varmer ikke nok. Flere kunder har klaget og Viktor har mål den til cirka 55 grader. ,['130301860'],[1.0],Thermoplan Kaffemaskine BW3 CBT2,Nedbrud
WO040424,Besøg i dag. Maskine melder Piston error (TX0113) siden i går. Forsøgt med genstart.  Besøg i dag. Maskine melder Piston error (TX0113) siden i går. Forsøgt med genstart. ,"['130301535', '130301522']","[1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO040428,"Står og drypper meget hele tiden under/ved drypbakke. Har forsøgt at tage drypbakke af og på, samt kørt rens. ",['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO040429,Kommer ingen vand ved Americano og melder flow error. Udleverer fint tevand og shots. ,['130301523'],[1.0],Thermoplan Kaffemaskine BW3 CTS2,Nedbrud
WO040430,"Maskine vil ikke tage vand ind, kan ikke starte rengøring.  Maskine vil ikke tage vand ind, kan ikke starte rengøring.  Maskine vil ikke tage vand ind, kan ikke starte rengøring.  Maskine vil ikke tage vand ind, kan ikke starte rengøring.  Maskine vil ikke tage vand ind, kan ikke starte rengøring. ","['130302294', '130302403', '130302254', '130302244R', '130301137']","[2.0, 1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P TC extern grums,Nedbrud
WO040459,"Udleverer nogle gange kun lidt vand, ved kakao. Andre gange udleveres ingenting, og der er kakao inde ved mixerskålen. Mixerskålen er forsøgt rengjort uden det hjalp. Udleverer nogle gange kun lidt vand, ved kakao. Andre gange udleveres ingenting, og der er kakao inde ved mixerskålen. Mixerskålen er forsøgt rengjort uden det hjalp.","['130302221', '130302269']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO040469,"Maskine melder tøm grumsebeholder, selvom der er grumsudkast.
Sort skærm.",['130306027'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC extern grums,Nedbrud
WO040470,Kaffemaskine skummer ikke når den laver latte og cappuccino,['132000000'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
WO040474,Defekt udløbslåg,['130302088'],[1.0],Thermoplan Kaffemaskine BW3 CT2,Nedbrud
WO040483,"Kommer vand ud under maskinen. Hun vidste ikke hvornår eller hvor, men at det måske er venstre side. Heidi ringer og oplyser at den også larmer meget ved bryg af kakao. - NRB 14/2 Kommer vand ud under maskinen. Hun vidste ikke hvornår eller hvor, men at det måske er venstre side. Heidi ringer og oplyser at den også larmer meget ved bryg af kakao. - NRB 14/2","['130302380', '130302164']","[1.0, 1.0]",Thermoplan Kaffemaskine BW4c CTM2 P,Nedbrud
WO040494,"Maskinen er begyndt at støje, både når den står uden at lave noget, under rens og under udlevering.  Den kan høres tydeligt flere meter væk selv når den intet laver. Ved afslutning af rens lyder det nærmest som en løs skrue eller noget. Kunden vil gerne have denne efterset. ",['130302164'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO040533,"Gerne snarest muligt. Når de laver kaffe, er 2 ud af 3 kopper dårlige, som om mælken er sur. De har renset, men det hjælper ikke. Skifter i løbet af dagen om koppen er god eller dårlig.",['130302294'],[4.0],Thermoplan Kaffemaskine BW4c CTM2 P RS,Nedbrud
WO040551,"Når vi tænder den og trykke for, at lave den første kaffe/rengøring, så går der en sikring i maskinen og den går i sort. 
Først troede vi det bare drejede sig om en sikring, men vi fandt ud af det faktisk kun er maskinen strømmen går på. ",['130302205'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 P TC,Nedbrud
WO040564,"Kan ikke færdiggøre rengøring, vil ikke registrere grumseskuffe når de tømmer denne, samt muligvis problemer med rød rensenøgle. ",['130302422'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS,Nedbrud
WO040565,"Ønsker besøg i dag.
Mælken er ikke skummet. Der kommer ikke så meget i mælkedrikke.",['132000000'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 TC,Nedbrud
WO040566,"Vand under maskine, måske ved slanger. Er rengjort i morges, men vidste ikke hvornår væske var kommet. ",['130302269'],[1.0],Thermoplan Kaffemaskine BW4c CTM2 RS TC,Nedbrud
WO040572,Maskine smider vand. Kunne ikke fortælle yderligere. Maskine smider vand. Kunne ikke fortælle yderligere. Maskine smider vand. Kunne ikke fortælle yderligere. Maskine smider vand. Kunne ikke fortælle yderligere.,"['130301917', '130301280R', '130301739', '130301273']","[1.0, 1.0, 1.0, 1.0]",Thermoplan Kaffemaskine BW3 CTM2,Nedbrud
WO040577,Kakao stopper til,['130302158'],[1.0],Thermoplan Kaffemaskine BW3 CTMC2,Nedbrud
