Producent,Typer,Koder,KodeBeskrivelser,Fejl,Prioritering,Løsningsforslag,Varenumer prioritet 1,Varenummer prioritet 2,Varenummer prioritet 3,KodeBeskrivelser (service),Fejl (service),Spørgsmål 1,Spørgsmål 2,Spørgsmål 3,Kunden kan prøve,Send tekniker ja / nej,URL-links,URL-links_Kundeserviceinformationer,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
Thermoplan,Mastrena,Maskinen tager strømmen. Ingen yderligere information.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,4.0,"Udfør en isolationstest af ventilerne (indgangs-, udleverings-, bryg-, te-, P/C-ventilen osv.).",,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Ingen yderligere information.,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Ingen yderligere information.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,5.0,Kontroller at der ingen umiddelbare defekter er at observere på kundens HPFI-relæ/Gruppetavle.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Ingen yderligere information.,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Maskinopstart.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,1.0,Test maskinen for overgang. Aftag strømkablet for maskinen og mål for overgang. Anvend en megger og udfør en isolationstest mellem jord og nul (N) / mellem jord og fase.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med maskinopstart?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Maskinopstart.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,2.0,Kontroller at der ingen umiddelbare utætheder er i maskinen. Specielt omkring varmelegemer og ventiler.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med maskinopstart?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Maskinopstart.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,3.0,Udfør en isolationstest af varmelegemet / varmelegemerne.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med maskinopstart?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Maskinopstart.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,4.0,"Udfør en isolationstest af ventilerne (indgangs-, udleverings-, bryg-, te-, P/C-ventilen osv.).",,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med maskinopstart?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Maskinopstart.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,5.0,Kontroller at der ingen umiddelbare defekter er at observere på kundens HPFI-relæ/Gruppetavle.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med maskinopstart?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Produktudlevering.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,1.0,Test maskinen for overgang. Aftag strømkablet for maskinen og mål for overgang. Anvend en megger og udfør en isolationstest mellem jord og nul (N) / mellem jord og fase.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med produktudlevering?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Produktudlevering.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,2.0,Kontroller at der ingen umiddelbare utætheder er i maskinen. Specielt omkring varmelegemer og ventiler.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med produktudlevering?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Produktudlevering.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,3.0,Udfør en isolationstest af varmelegemet / varmelegemerne.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med produktudlevering?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Produktudlevering.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,4.0,"Udfør en isolationstest af ventilerne (indgangs-, udleverings-, bryg-, te-, P/C-ventilen osv.).",,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med produktudlevering?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Produktudlevering.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,5.0,Kontroller at der ingen umiddelbare defekter er at observere på kundens HPFI-relæ/Gruppetavle.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med produktudlevering?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Rengøringsprogrammet.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,1.0,Test maskinen for overgang. Aftag strømkablet for maskinen og mål for overgang. Anvend en megger og udfør en isolationstest mellem jord og nul (N) / mellem jord og fase.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med rengøringsprogrammet?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Rengøringsprogrammet.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,2.0,Kontroller at der ingen umiddelbare utætheder er i maskinen. Specielt omkring varmelegemer og ventiler.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med rengøringsprogrammet?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Rengøringsprogrammet.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,3.0,Udfør en isolationstest af varmelegemet / varmelegemerne.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med rengøringsprogrammet?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Rengøringsprogrammet.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,4.0,"Udfør en isolationstest af ventilerne (indgangs-, udleverings-, bryg-, te-, P/C-ventilen osv.).",,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med rengøringsprogrammet?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Maskinen tager strømmen. Rengøringsprogrammet.,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,5.0,Kontroller at der ingen umiddelbare defekter er at observere på kundens HPFI-relæ/Gruppetavle.,,,,Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.,Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ,Er det i forbindelse med rengøringsprogrammet?,,,"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.",Send tekniker,https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W,https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. Ingen yderligere information.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Ingen yderligere information.,,,,,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. På bordpladen. Spildbakken.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden på bordpladen under maskinen?,Ingen yderligere information.,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ingen yderligere information.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden på bordpladen under maskinen?,Er det fra spildbakken?,,"Kunden skal undersøge, om der er snavs eller blokeringer, der forhindre vandet i at løbe ud af spildbakken.",,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved vandtilslutningen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden på bordpladen under maskinen?,Er det fra vandtilslutningen på maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved afløbsslangen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden på bordpladen under maskinen?,Er det fra afløbsslangen? (Ikke alle har),,"Kunden kan kontrollere, om afløbsslangen sidder ordentligt på. Disse kan nogle gange falde af hvis maskinerne bliver rykket.",,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved bagsiden af maskinen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden på bordpladen under maskinen?,Er det ved bagsiden af maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved fronten af maskinen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden på bordpladen under maskinen?,Er det ved fronten af maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved venstre side af maskinen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden på bordpladen under maskinen?,Er det fra venstre side af maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved højre side af maskinen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden på bordpladen under maskinen?,Er det fra højre side af maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. Inde i maskinen. Ingen yderligere information.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden inde i maskinen?,Ingen yderligere information.,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. Inde i maskinen. Til venstre.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden inde i maskinen?,Er det til venstre i maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. Inde i maskinen. Til højre.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden inde i maskinen?,Er det til højre i maskinen?,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Ingen yderligere information.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden fra underskabet ved maskinen?,Ingen yderligere information.,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Waterblock.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden fra underskabet ved maskinen?,Er det fra vandtilslutningen efter Waterblock'en? (hvis den er der),,"Til information, så starter Bentax's ansvar fra den grå Waterblock og tilslutningerne hen mod maskinen. Er der utætheder før Waterblocken (på husets vandrør) er det ikke Bentax's ansvar.",,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Husets vandinstallation.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden fra underskabet ved maskinen?,Er det fra husets vandinstallation? ,,"Til information, så starter Bentax's ansvar fra den grå Waterblock og tilslutningerne hen mod maskinen. Er der utætheder før Waterblocken (på husets vandrør) er det ikke Bentax's ansvar.",,,,,,,,,,,,
Thermoplan,Mastrena,Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Afløbsslangen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt i forbindelse med rengøringsprocessen.,Maskinen er utæt i forbindelse med rengøringsprocessen.,Er utætheden fra underskabet ved maskinen?,Er det fra afløbsslangen? (Ikke alle har),,"Kunden skal kontrollere at der ikke er blokeringer af husets afløb (deres installation. Eksempel en blokering af en vandlås), da dette i så fald vil være deres ansvar.",,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. Ingen yderligere information.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Ingen yderligere information.,,,,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. På bordpladen. Ingen yderligere information.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden på bordpladen under maskinen?,Ingen yderligere information.,,Kunden kan desværre ikke gøre noget.,,,,,,,,,,,,
Thermoplan,Mastrena,Maskinen er utæt. På bordpladen. Spildbakken.,Maskinen er utæt.,Maskinen er utæt.,1.0,Kontroller maskinen for lækager.,,,,Maskinen er utæt.,Maskinen er utæt.,Er utætheden på bordpladen under maskinen?,Er det fra spildbakken?,,"Kunden skal undersøge, om der er snavs eller blokeringer, der forhindre vandet i at løbe ud af spildbakken.",,,,,,,,,,,,
